Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Madrid-ZBS Virgen de Begoña;08/06/2021;11;112;ALTO;-9,999;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Virgen de Begoña en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;9644,0;Comunidad de Madrid ZBS
Madrid-ZBS Doctor Cirajas;08/06/2021;47;135;ALTO;-8,537;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Doctor Cirajas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;33886,0;Comunidad de Madrid ZBS
Madrid-ZBS Fuencarral;08/06/2021;34;159;ALTO;-11,258;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Fuencarral en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;20937,0;Comunidad de Madrid ZBS
Madrid-ZBS Las Águilas;08/06/2021;29;103;ALTO;-13,218;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Las Águilas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;27560,0;Comunidad de Madrid ZBS
Madrid-ZBS Villa Vallecas;08/06/2021;39;142;ALTO;-3,139;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Villa Vallecas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;27308,0;Comunidad de Madrid ZBS
Madrid-ZBS Imperial;08/06/2021;23;100;ALTO;-6,122;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Imperial en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;22753,0;Comunidad de Madrid ZBS
Madrid-ZBS Parque Loranca;08/06/2021;38;133;ALTO;-11,378;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Parque Loranca en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;31075,0;Comunidad de Madrid ZBS
Madrid-ZBS Quinta de los Molinos;08/06/2021;12;104;ALTO;-5,666;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Quinta de los Molinos en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;11345,0;Comunidad de Madrid ZBS
Madrid-ZBS Segre;08/06/2021;66;171;ALTO;-7,039;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Segre en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;38055,0;Comunidad de Madrid ZBS
Madrid-ZBS Antonio Leyva;08/06/2021;9;64;MODERADO;-2,35;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Antonio Leyva en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;13679,0;Comunidad de Madrid ZBS
Madrid-ZBS Chopera;08/06/2021;50;156;ALTO;-10,58;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Chopera en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;31394,0;Comunidad de Madrid ZBS
Madrid-ZBS El Espinillo;08/06/2021;12;71;MODERADO;-10,944;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud El Espinillo en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;16643,0;Comunidad de Madrid ZBS
Madrid-ZBS Acacias;08/06/2021;28;143;ALTO;4,411;Creciente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Acacias en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;19432,0;Comunidad de Madrid ZBS
Madrid-ZBS Valdebernardo;08/06/2021;36;201;ALTO;-10,129;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Valdebernardo en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;15867,0;Comunidad de Madrid ZBS
Madrid-ZBS Puerta del Ángel;08/06/2021;46;255;ALTO;-8,454;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Puerta del Ángel en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;17744,0;Comunidad de Madrid ZBS
Madrid-ZBS Segovia;08/06/2021;41;173;ALTO;-3,297;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Segovia en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;22750,0;Comunidad de Madrid ZBS
Madrid-ZBS Martínez de la Riva;08/06/2021;34;195;ALTO;-0,642;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Martínez de la Riva en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;16701,0;Comunidad de Madrid ZBS
Madrid-ZBS Vista Alegre;08/06/2021;36;94;MODERADO;-8,407;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Vista Alegre en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;36961,0;Comunidad de Madrid ZBS
Madrid-ZBS Aquitania;08/06/2021;40;162;ALTO;-4,426;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Aquitania en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;24210,0;Comunidad de Madrid ZBS
Madrid-ZBS Peña Prieta;08/06/2021;23;128;ALTO;-6,857;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Peña Prieta en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;17187,0;Comunidad de Madrid ZBS
Madrid-ZBS Valderribas;08/06/2021;28;132;ALTO;-6,46;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Valderribas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;19904,0;Comunidad de Madrid ZBS
Madrid-ZBS Villaamil;08/06/2021;36;139;ALTO;-4,283;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Villaamil en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;25013,0;Comunidad de Madrid ZBS
Madrid-ZBS Canal de Panamá;08/06/2021;40;127;ALTO;-5,821;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Canal de Panamá en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;31291,0;Comunidad de Madrid ZBS
Madrid-ZBS Opañel;08/06/2021;24;122;ALTO;-6,079;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Opañel en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;19388,0;Comunidad de Madrid ZBS
Madrid-ZBS Ciudad de los Periodistas;08/06/2021;28;111;ALTO;-1,279;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Ciudad de los Periodistas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;25132,0;Comunidad de Madrid ZBS
Madrid-ZBS El Naranjo;08/06/2021;38;152;ALTO;-3,93;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud El Naranjo en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;21813,0;Comunidad de Madrid ZBS
Madrid-ZBS Virgen del Cortijo;08/06/2021;16;112;ALTO;2,286;Creciente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Virgen del Cortijo en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;14058,0;Comunidad de Madrid ZBS
Madrid-ZBS Lucero;08/06/2021;53;133;ALTO;-4,94;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Lucero en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;39037,0;Comunidad de Madrid ZBS
Madrid-ZBS Potosí;08/06/2021;40;135;ALTO;1,101;Creciente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Potosí en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;29185,0;Comunidad de Madrid ZBS
Madrid-ZBS San Fermín;08/06/2021;32;133;ALTO;-5,427;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud San Fermín en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;23693,0;Comunidad de Madrid ZBS
Madrid-ZBS Nuñez Morgado;08/06/2021;37;155;ALTO;-11,03;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Nuñez Morgado en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;23314,0;Comunidad de Madrid ZBS
Madrid-ZBS Francia;08/06/2021;34;98;MODERADO;-7,181;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Francia en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;34317,0;Comunidad de Madrid ZBS
Madrid-ZBS Carabanchel Alto;08/06/2021;35;138;ALTO;-8,633;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Carabanchel Alto en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;24823,0;Comunidad de Madrid ZBS
Madrid-ZBS Federica Montseny;08/06/2021;18;90;MODERADO;-4,359;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Federica Montseny en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;19666,0;Comunidad de Madrid ZBS
Madrid-ZBS San Isidro;08/06/2021;18;101;ALTO;-2,488;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud San Isidro en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;17228,0;Comunidad de Madrid ZBS
Madrid-ZBS Valdeacederas;08/06/2021;48;180;ALTO;-8,23;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Valdeacederas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;26037,0;Comunidad de Madrid ZBS
Madrid-ZBS Alameda de Osuna;08/06/2021;47;159;ALTO;-9,236;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Alameda de Osuna en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;29000,0;Comunidad de Madrid ZBS
Madrid-ZBS Vandel;08/06/2021;22;97;MODERADO;-8,135;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Vandel en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;22389,0;Comunidad de Madrid ZBS
Madrid-ZBS Canillejas;08/06/2021;29;99;MODERADO;1,125;Creciente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Canillejas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;28567,0;Comunidad de Madrid ZBS
Madrid-ZBS Castelló;08/06/2021;24;151;ALTO;-1,363;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Castelló en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;15716,0;Comunidad de Madrid ZBS
Madrid-ZBS Embajadores;08/06/2021;36;136;ALTO;-7,056;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Embajadores en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;25814,0;Comunidad de Madrid ZBS
Madrid-ZBS San Cristóbal;08/06/2021;25;124;ALTO;-2,075;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud San Cristóbal en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;20656,0;Comunidad de Madrid ZBS
Madrid-ZBS Los Ángeles;08/06/2021;34;104;ALTO;-1,03;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Los Ángeles en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;31194,0;Comunidad de Madrid ZBS
Madrid-ZBS Mirasierra;08/06/2021;48;141;ALTO;-2,281;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Mirasierra en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;32887,0;Comunidad de Madrid ZBS
Madrid-ZBS Justicia;08/06/2021;29;198;ALTO;-4,619;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Justicia en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;13918,0;Comunidad de Madrid ZBS
Madrid-ZBS Lavapiés;08/06/2021;23;93;MODERADO;-3,629;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Lavapiés en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;23622,0;Comunidad de Madrid ZBS
Madrid-ZBS Palma Universidad;08/06/2021;44;171;ALTO;-5,7;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Palma Universidad en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;24438,0;Comunidad de Madrid ZBS
Madrid-ZBS Perales del Río;08/06/2021;11;113;ALTO;-3,338;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Perales del Río en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;9628,0;Comunidad de Madrid ZBS
Madrid-ZBS Butarque;08/06/2021;15;74;MODERADO;-5,682;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Butarque en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;18857,0;Comunidad de Madrid ZBS
Madrid-ZBS Benita de Ávila;08/06/2021;20;101;ALTO;-13,79;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Benita de Ávila en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;19424,0;Comunidad de Madrid ZBS
Madrid-ZBS Pavones;08/06/2021;15;90;MODERADO;-14,574;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Pavones en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;16174,0;Comunidad de Madrid ZBS
Madrid-ZBS Baviera;08/06/2021;13;86;MODERADO;-6,544;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Baviera en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;14735,0;Comunidad de Madrid ZBS
Madrid-ZBS Vicente Muzas;08/06/2021;44;207;ALTO;-1,544;Descendente;Comunidad de Madrid.;https://www.comunidad.madrid/gobierno/actualidad/datos-coronavirus;* Casos: Confirmados en Madrid- Zona Básica de Salud Vicente Muzas en los últimos 14 días. <br />Se publica una vez por semana;Zona básica de salud;18;;20816,0;Comunidad de Madrid ZBS
